CUDA devices = 1
Device 0: NVIDIA GeForce RTX 4090

variations = 3
samples = 15
instructions = 32
registers = 32
opcodes = 2

targetMin = 0.000000f
targetMax = 6.283185f

mode = FIRESTARTER_OPTIMIZE
units = 1
processes = 0
iterations = 256
candidates = 16
generations = 100
precision = 0
evolve = FIRESTARTER_EVOLVE_BEST
attempts = 32
seed = 0
scale = 0.100000f
startScale = 2.000000f
startResult = 10.000000f

FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=0  Age=0 *Result=0.00024247  Best=0.00024247  BestGen=0  Time=0.0000 Seconds  Run Time=1.7159 Seconds  TestError=0.00000036
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=1  Age=0 *Result=0.00014913  Best=0.00014913  BestGen=1  Time=2.7858 Seconds  Run Time=2.7858 Seconds  TestError=0.00000083
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=2  Age=0 *Result=0.00013864  Best=0.00013864  BestGen=2  Time=0.2428 Seconds  Run Time=3.0285 Seconds  TestError=0.00000179
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=3  Age=0 *Result=0.00012696  Best=0.00012696  BestGen=3  Time=0.2397 Seconds  Run Time=3.2682 Seconds  TestError=0.00000334
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=4  Age=0 *Result=0.00011146  Best=0.00011146  BestGen=4  Time=0.2393 Seconds  Run Time=3.5075 Seconds  TestError=0.00000027
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=5  Age=0 *Result=0.00010586  Best=0.00010586  BestGen=5  Time=0.2406 Seconds  Run Time=3.7481 Seconds  TestError=0.00000274
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=6  Age=0 *Result=0.00010204  Best=0.00010204  BestGen=6  Time=0.2398 Seconds  Run Time=3.9879 Seconds  TestError=0.00000226
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=7  Age=0 *Result=0.00009894  Best=0.00009894  BestGen=7  Time=0.2393 Seconds  Run Time=4.2272 Seconds  TestError=0.00000179
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=8  Age=0 *Result=0.00009695  Best=0.00009695  BestGen=8  Time=0.2407 Seconds  Run Time=4.4679 Seconds  TestError=0.00000200
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=9  Age=0 *Result=0.00009632  Best=0.00009632  BestGen=9  Time=0.2390 Seconds  Run Time=4.7069 Seconds  TestError=0.00000286
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=10  Age=0 *Result=0.00009620  Best=0.00009620  BestGen=10  Time=0.2401 Seconds  Run Time=4.9470 Seconds  TestError=0.00000310
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=11  Age=0 *Result=0.00009596  Best=0.00009596  BestGen=11  Time=0.2397 Seconds  Run Time=5.1867 Seconds  TestError=0.00000250
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=12  Age=0 *Result=0.00008512  Best=0.00008512  BestGen=12  Time=0.2409 Seconds  Run Time=5.4276 Seconds  TestError=0.00000048
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=13  Age=0 *Result=0.00008382  Best=0.00008382  BestGen=13  Time=0.2395 Seconds  Run Time=5.6670 Seconds  TestError=0.00000297
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=14  Age=0 *Result=0.00007975  Best=0.00007975  BestGen=14  Time=0.2398 Seconds  Run Time=5.9068 Seconds  TestError=0.00000095
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=15  Age=0 *Result=0.00007617  Best=0.00007617  BestGen=15  Time=0.2397 Seconds  Run Time=6.1465 Seconds  TestError=0.00000226
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=16  Age=0 *Result=0.00007331  Best=0.00007331  BestGen=16  Time=0.2396 Seconds  Run Time=6.3861 Seconds  TestError=0.00000370
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=17  Age=0 *Result=0.00007284  Best=0.00007284  BestGen=17  Time=0.2395 Seconds  Run Time=6.6256 Seconds  TestError=0.00000274
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=18  Age=0 *Result=0.00007254  Best=0.00007254  BestGen=18  Time=0.2397 Seconds  Run Time=6.8653 Seconds  TestError=0.00000113
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=19  Age=0 *Result=0.00007200  Best=0.00007200  BestGen=19  Time=0.2402 Seconds  Run Time=7.1055 Seconds  TestError=0.00000143
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=20  Age=0 *Result=0.00006896  Best=0.00006896  BestGen=20  Time=0.2406 Seconds  Run Time=7.3461 Seconds  TestError=0.00000155
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=21  Age=0 *Result=0.00006235  Best=0.00006235  BestGen=21  Time=0.2394 Seconds  Run Time=7.5855 Seconds  TestError=0.00000173
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=22  Age=0 *Result=0.00006096  Best=0.00006096  BestGen=22  Time=0.2392 Seconds  Run Time=7.8247 Seconds  TestError=0.00000179
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=23  Age=0 *Result=0.00006080  Best=0.00006080  BestGen=23  Time=0.2392 Seconds  Run Time=8.0638 Seconds  TestError=0.00000238
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=24  Age=0 *Result=0.00006074  Best=0.00006074  BestGen=24  Time=0.2405 Seconds  Run Time=8.3043 Seconds  TestError=0.00000072
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=25  Age=1 *Result=0.00006074  Best=0.00006074  BestGen=24  Time=0.2503 Seconds  Run Time=8.5546 Seconds  TestError=0.00000155
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=26  Age=0 *Result=0.00006068  Best=0.00006068  BestGen=26  Time=0.2339 Seconds  Run Time=8.7885 Seconds  TestError=0.00000179
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=27  Age=0 *Result=0.00005913  Best=0.00005913  BestGen=27  Time=0.2405 Seconds  Run Time=9.0290 Seconds  TestError=0.00000143
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=28  Age=1 *Result=0.00005913  Best=0.00005913  BestGen=27  Time=0.2396 Seconds  Run Time=9.2685 Seconds  TestError=0.00000286
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=29  Age=2 *Result=0.00005913  Best=0.00005913  BestGen=27  Time=0.2344 Seconds  Run Time=9.5030 Seconds  TestError=0.00000298
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=30  Age=3 *Result=0.00005913  Best=0.00005913  BestGen=27  Time=0.2353 Seconds  Run Time=9.7383 Seconds  TestError=0.00000262
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=31  Age=4 *Result=0.00005913  Best=0.00005913  BestGen=27  Time=0.2346 Seconds  Run Time=9.9729 Seconds  TestError=0.00000513
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=32  Age=0 *Result=0.00005531  Best=0.00005531  BestGen=32  Time=0.2340 Seconds  Run Time=10.2069 Seconds  TestError=0.00000513
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=33  Age=0 *Result=0.00005507  Best=0.00005507  BestGen=33  Time=0.2404 Seconds  Run Time=10.4473 Seconds  TestError=0.00000262
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=34  Age=0 *Result=0.00005472  Best=0.00005472  BestGen=34  Time=0.2399 Seconds  Run Time=10.6871 Seconds  TestError=0.00000310
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=35  Age=1 *Result=0.00005472  Best=0.00005472  BestGen=34  Time=0.2399 Seconds  Run Time=10.9270 Seconds  TestError=0.00000322
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=36  Age=2 *Result=0.00005472  Best=0.00005472  BestGen=34  Time=0.2353 Seconds  Run Time=11.1623 Seconds  TestError=0.00000310
FIRESTARTER_OPTIMIZE: Seed=0  Test=0  Generation=37  Age=0 *Result=0.00005460  Best=0.00005460  BestGen=37  Time=0.2338 Seconds  Run Time=11.3961 Seconds  TestError=0.00000322
