variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_EVOLVE;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 256;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 100;
seed = 7988;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_EVOLVE: Seed=7989  Generation=1  Age=0  Best=0.00031066  BestSeed=7989  Time=1.7814 Seconds  Run Time=23.9200 Seconds  TestError=0.00000095
FIRESTARTER_EVOLVE: Seed=7991  Generation=3  Age=0  Best=0.00023341  BestSeed=7991  Time=0.8968 Seconds  Run Time=23.9830 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=7993  Generation=5  Age=2  Best=0.00023341  BestSeed=7991  Time=0.6494 Seconds  Run Time=24.2326 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7990  Generation=2  Age=4294967295  Best=0.00023341  BestSeed=7991  Time=1.3664 Seconds  Run Time=24.4365 Seconds  TestError=0.00000000
FIRESTARTER_EVOLVE: Seed=7988  Generation=0  Age=0  Best=0.00004703  BestSeed=7988  Time=4.3845 Seconds  Run Time=24.7463 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=7997  Generation=9  Age=9  Best=0.00004703  BestSeed=7988  Time=0.4549 Seconds  Run Time=24.8845 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=7992  Generation=4  Age=0  Best=0.00004262  BestSeed=7992  Time=0.9222 Seconds  Run Time=24.9728 Seconds  TestError=0.00000012
FIRESTARTER_EVOLVE: Seed=7995  Generation=7  Age=3  Best=0.00004262  BestSeed=7992  Time=0.5893 Seconds  Run Time=25.0506 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=7998  Generation=10  Age=6  Best=0.00004262  BestSeed=7992  Time=0.4522 Seconds  Run Time=25.3105 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7996  Generation=8  Age=4  Best=0.00004262  BestSeed=7992  Time=0.5597 Seconds  Run Time=25.3730 Seconds  TestError=7.79230595
FIRESTARTER_EVOLVE: Seed=7994  Generation=6  Age=2  Best=0.00004262  BestSeed=7992  Time=0.7419 Seconds  Run Time=25.5296 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=8000  Generation=12  Age=8  Best=0.00004262  BestSeed=7992  Time=0.4118 Seconds  Run Time=25.6890 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=7999  Generation=11  Age=7  Best=0.00004262  BestSeed=7992  Time=0.4568 Seconds  Run Time=25.8174 Seconds  TestError=0.00000006
FIRESTARTER_EVOLVE: Seed=8004  Generation=16  Age=12  Best=0.00004262  BestSeed=7992  Time=0.3326 Seconds  Run Time=25.9908 Seconds  TestError=8.50804138
FIRESTARTER_EVOLVE: Seed=8005  Generation=17  Age=13  Best=0.00004262  BestSeed=7992  Time=0.3241 Seconds  Run Time=26.1705 Seconds  TestError=0.00000030
