variations = 3;
samples = 15;
instructions = 32;
registers = 32;
opcodes = 2;

targetMin = 0.000000f;
targetMax = 6.283185f;

mode = FIRESTARTER_RANDOM;
units = 2;
processes = 6;
population = 69632;
iterations = 256;
candidates = 16;
generations = 100;
precision = 0;
evolve = FIRESTARTER_EVOLVE_BEST;
attempts = 10000;
seed = 0;
scale = 0.100000f;
startScale = 4.000000f;
startResult = 10.000000f;

FIRESTARTER_RANDOM: Generation=1  Seed=0  Result=0.00058630  Average=0.00058630  Best=0.00058630  BestSeed=0  Time=1.0751 Seconds  Run Time=3.5802 Seconds  TestError=0.00000039
FIRESTARTER_RANDOM: Generation=2  Seed=5  Result=0.00061607  Average=0.00060119  Best=0.00058630  BestSeed=0  Time=0.5538 Seconds  Run Time=3.5819 Seconds  TestError=0.00000048
FIRESTARTER_RANDOM: Generation=3  Seed=1  Result=0.00058693  Average=0.00059643  Best=0.00058630  BestSeed=0  Time=0.4157 Seconds  Run Time=3.7214 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=4  Seed=4  Result=0.00077546  Average=0.00064119  Best=0.00058630  BestSeed=0  Time=0.3863 Seconds  Run Time=4.0196 Seconds  TestError=0.00000024
FIRESTARTER_RANDOM: Generation=5  Seed=3  Result=0.00159353  Average=0.00083166  Best=0.00058630  BestSeed=0  Time=0.3405 Seconds  Run Time=4.1768 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=6  Seed=2  Result=0.00071645  Average=0.00081246  Best=0.00058630  BestSeed=0  Time=0.2861 Seconds  Run Time=4.1909 Seconds  TestError=0.00000048
FIRESTARTER_RANDOM: Generation=7  Seed=6  Result=0.00128645  Average=0.00088017  Best=0.00058630  BestSeed=0  Time=0.3054 Seconds  Run Time=4.6121 Seconds  TestError=0.00000054
FIRESTARTER_RANDOM: Generation=8  Seed=8  Result=0.00035703  Average=0.00081478  Best=0.00035703  BestSeed=8  Time=0.2702 Seconds  Run Time=4.6760 Seconds  TestError=0.00000012
FIRESTARTER_RANDOM: Generation=9  Seed=11  Result=0.00165275  Average=0.00090788  Best=0.00035703  BestSeed=8  Time=0.2595 Seconds  Run Time=4.8095 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=10  Seed=9  Result=0.00045606  Average=0.00086270  Best=0.00035703  BestSeed=8  Time=0.2499 Seconds  Run Time=4.9732 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=11  Seed=7  Result=0.00016826  Average=0.00079957  Best=0.00016826  BestSeed=7  Time=0.2365 Seconds  Run Time=5.0949 Seconds  TestError=0.00000095
FIRESTARTER_RANDOM: Generation=12  Seed=10  Result=0.00028104  Average=0.00075636  Best=0.00016826  BestSeed=7  Time=0.2221 Seconds  Run Time=5.1396 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=13  Seed=12  Result=0.00017703  Average=0.00071180  Best=0.00016826  BestSeed=7  Time=0.2114 Seconds  Run Time=5.2225 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=14  Seed=13  Result=0.00137621  Average=0.00075925  Best=0.00016826  BestSeed=7  Time=0.2024 Seconds  Run Time=5.3080 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=15  Seed=14  Result=0.00032371  Average=0.00073022  Best=0.00016826  BestSeed=7  Time=0.1929 Seconds  Run Time=5.3682 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=16  Seed=15  Result=0.00163835  Average=0.00078698  Best=0.00016826  BestSeed=7  Time=0.1878 Seconds  Run Time=5.4799 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=17  Seed=16  Result=0.00020489  Average=0.00075274  Best=0.00016826  BestSeed=7  Time=0.1792 Seconds  Run Time=5.5214 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=18  Seed=17  Result=0.00178185  Average=0.00080991  Best=0.00016826  BestSeed=7  Time=0.1759 Seconds  Run Time=5.6406 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=19  Seed=18  Result=0.00023803  Average=0.00077981  Best=0.00016826  BestSeed=7  Time=0.1685 Seconds  Run Time=5.6752 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=20  Seed=19  Result=0.00087532  Average=0.00078459  Best=0.00016826  BestSeed=7  Time=0.1664 Seconds  Run Time=5.8028 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=21  Seed=20  Result=0.00027770  Average=0.00076045  Best=0.00016826  BestSeed=7  Time=0.1603 Seconds  Run Time=5.8404 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=22  Seed=22  Result=0.00124462  Average=0.00078246  Best=0.00016826  BestSeed=7  Time=0.1595 Seconds  Run Time=5.9839 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=23  Seed=23  Result=0.00028337  Average=0.00076076  Best=0.00016826  BestSeed=7  Time=0.1529 Seconds  Run Time=5.9908 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=24  Seed=21  Result=0.00172901  Average=0.00080110  Best=0.00016826  BestSeed=7  Time=0.1529 Seconds  Run Time=6.1442 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=25  Seed=24  Result=0.00022751  Average=0.00077816  Best=0.00016826  BestSeed=7  Time=0.1473 Seconds  Run Time=6.1564 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=26  Seed=25  Result=0.06548518  Average=0.00326689  Best=0.00016826  BestSeed=7  Time=0.1473 Seconds  Run Time=6.3049 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=27  Seed=26  Result=0.00025928  Average=0.00315550  Best=0.00016826  BestSeed=7  Time=0.1424 Seconds  Run Time=6.3179 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=28  Seed=27  Result=0.00042792  Average=0.00305808  Best=0.00016826  BestSeed=7  Time=0.1427 Seconds  Run Time=6.4691 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=29  Seed=28  Result=0.00341734  Average=0.00307047  Best=0.00016826  BestSeed=7  Time=0.1380 Seconds  Run Time=6.4750 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=30  Seed=29  Result=0.97492790  Average=0.03546572  Best=0.00016826  BestSeed=7  Time=0.1385 Seconds  Run Time=6.6298 Seconds  TestError=2.20769382
FIRESTARTER_RANDOM: Generation=31  Seed=31  Result=0.00629342  Average=0.03452468  Best=0.00016826  BestSeed=7  Time=0.1341 Seconds  Run Time=6.6326 Seconds  TestError=2.20769382
